id,Country,Year,GDP,Total_population,Total_number_of_internet_users
0,0,5,24101.10943,89976.92857142857,0.0
1,0,6,25870.75594,89976.92857142857,
2,0,7,26533.3439,89976.92857142857,
3,0,8,27430.7524,89976.92857142857,
4,0,9,28656.52021,89976.92857142857,
5,0,10,28648.99002,73581.0,
6,0,10,28648.99002,73581.0,
7,0,10,28648.99002,73581.0,
8,0,10,28648.99002,73581.0,
9,0,10,28648.99002,73581.0,
10,0,10,28648.99002,73581.0,
11,0,10,28648.99002,73581.0,
12,0,10,28648.99002,73581.0,
13,0,10,28648.99002,73581.0,
14,0,10,28648.99002,73581.0,
15,0,10,28648.99002,73581.0,
16,0,10,28648.99002,73581.0,
17,0,11,28499.08943,89976.92857142857,2303.0
18,0,12,30215.94923,89976.92857142857,
19,0,13,30512.68391,89976.92857142857,
20,0,14,30728.0545,81934.0,4011.0
21,0,14,30728.0545,81934.0,4011.0
22,0,14,30728.0545,81934.0,4011.0
23,0,14,30728.0545,81934.0,4011.0
24,0,14,30728.0545,81934.0,4011.0
25,0,14,30728.0545,81934.0,4011.0
26,0,14,30728.0545,81934.0,4011.0
27,0,14,30728.0545,81934.0,4011.0
28,0,14,30728.0545,81934.0,4011.0
29,0,14,30728.0545,81934.0,4011.0
30,0,14,30728.0545,81934.0,4011.0
31,0,14,30728.0545,81934.0,4011.0
32,0,15,33120.05418,83888.0,14030.0
33,0,15,33120.05418,83888.0,14030.0
34,0,15,33120.05418,83888.0,14030.0
35,0,15,33120.05418,83888.0,14030.0
36,0,15,33120.05418,83888.0,14030.0
37,0,15,33120.05418,83888.0,14030.0
38,0,15,33120.05418,83888.0,14030.0
39,0,15,33120.05418,83888.0,14030.0
40,0,15,33120.05418,83888.0,14030.0
41,0,15,33120.05418,83888.0,14030.0
42,0,15,33120.05418,83888.0,14030.0
43,0,15,33120.05418,83888.0,14030.0
44,0,16,32117.91232,86045.0,15886.0
45,0,16,32117.91232,86045.0,15886.0
46,0,16,32117.91232,86045.0,15886.0
47,0,16,32117.91232,86045.0,15886.0
